Row #,Species,Count,Location,S/P,Date,LocID,SubID
97,Vulturine Guineafowl,50,"Hudet/Wachile Rd. (4.6171,39.0886)",ET-OR,24 Feb 2018,L7004177,S43363626
98,Mountain Quail,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S58527732
99,Northern Bobwhite,,Georgia,US-GA,21 Jun 2003,L108933,S58533720
100,California Quail,,Sugar Loaf Ridge SP,US-CA,29 Apr 1990,L589049,S58409276
101,Gambel's Quail,,Arizona,US-AZ,07 Apr 1997,L108915,S58536473
102,Marbled Wood-Quail,,Day 3 Darien Camp - El Salto Road and Arusa Road,PA-5,03 Nov 2014,L9689040,S58420419
103,Spot-winged Wood-Quail,6,PE Intervales,BR-SP,12 Nov 2019,L972187,S62208567
104,Rufous-fronted Wood-Quail,1,Via Antigua a Buenaventura,CO-VAC,02 Jul 2018,L2998201,S50144060
105,Chestnut Wood-Quail,2,"Rio Blanco Entrace Caldas, CO (5,066, -75,449)",CO-CAL,03 Jul 2019,L9579328,S57901664
106,Hill Partridge,,Bhutan,BT-,28 Mar 2010,L3757282,S58369695
107,Scaly-breasted Partridge,1,Cuc Phuong NP,VN-18,19 Feb 2020,L1086800,S64838063
108,Indian Peafowl,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64572735
109,Sri Lanka Spurfowl,1,Sinharaja NP--Kudawa access,LK-9,11 Feb 2020,L5400563,S64552673
110,Chukar,1,Ohlone Audubon Panoche Pass trip,US-CA,05 Feb 2001,L9709844,S58529303
111,Red-legged Partridge,,Spain,ES-,28 Sep 2016,L3679729,S58441148
112,Chestnut-naped Francolin,6,Bale Mountains NP--General (Please be more specific),ET-OR,21 Feb 2018,L1100585,S43363689
113,Black-fronted Francolin,5,Mega area,ET-OR,25 Feb 2018,L2099181,S43363643
114,Erckel's Francolin,,Hawaii,US-HI,16 Apr 2008,L108936,S58160405
115,Clapperton's Francolin,1,"Gibe Gorge Area Breakfast spot(8.256574, 37.572518)",ET-SN,01 Mar 2018,L7002960,S43363752
116,Harwood's Francolin,2,Jemma Valley--Lemi escarpment,ET-AM,13 Feb 2018,L1550642,S42725160
117,Yellow-necked Francolin,5,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S43512379
118,Gray Francolin,,Hawaii,US-HI,16 Apr 2008,L108936,S58160405
119,Crested Francolin,5,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S43512379
120,Red Junglefowl,,"Nuts and Huts, Loboc",PH-BOH,18 Jul 2004,L1088624,S58166492
121,Sri Lanka Junglefowl,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64572735
122,Moorland Francolin,3,Bale Mountains NP--General (Please be more specific),ET-OR,21 Feb 2018,L1100585,S43363689
123,Blood Pheasant,,Bhutan,BT-,28 Mar 2010,L3757282,S58369695
124,Satyr Tragopan,4,Bhutan,BT-,28 Mar 2010,L3757282,S58369695
125,Ring-necked Pheasant,,Grizzly Island Wildlife Area,US-CA,20 Jan 1991,L371137,S58408912
126,Kalij Pheasant,,Hawaii,US-HI,16 Apr 2008,L108936,S58160405
127,Gray Partridge,10,Spain,ES-,25 Sep 2016,L3679729,S58440122
128,Ruffed Grouse,,Sylva/Smoky Mtn Vacation,US-NC,01 Jul 1997,L9710194,S58531217
129,Sooty Grouse,1,Squaw Valley Rd. (SHA Co.),US-CA,02 Jul 2020,L3633012,S71052911
130,Wild Turkey,,Lake Solano County Park (SOL Co.),US-CA,06 Jan 2001,L285964,S58559402
131,Greater Flamingo,,Spain,ES-,29 Sep 2016,L3679729,S58441542
132,Lesser Flamingo,1000,Abiata Shalla NP--Abijata Lake,ET-OR,20 Feb 2018,L2696254,S43605406
133,Little Grebe,,Elmley NNR (formerly Elmley Marshes RSPB Reserve),GB-ENG,18 Nov 2001,L933593,S58433046
134,Least Grebe,1,Hornsby Bend (HOTE 037),US-TX,08 Oct 2005,L130766,S58503996
135,Pied-billed Grebe,,Grizzly Island Wildlife Area,US-CA,20 Jan 1991,L371137,S58408912
136,Great Grebe,,Lima District,PE-LIM,04 Oct 2012,L9693967,S58446452
137,Horned Grebe,,Liberty Bay,US-WA,26 Dec 1990,L1886184,S58409039
138,Red-necked Grebe,1,Point Pelee National Park (general location for observations within the park),CA-ON,24 Apr 1994,L131153,S58560138
139,Great Crested Grebe,,Olot--Les Tries,ES-CT,24 Sep 2016,L5628984,S58439057
140,Eared Grebe,,Salton Sea--north end (please consider using a more specific location),US-CA,01 Apr 1991,L559706,S58410007
141,Western Grebe,,"Ano Nuevo SP--Visitors Center, Elephant Seals and all trails",US-CA,04 Aug 1990,L109471,S58409136
142,Clark's Grebe,1,Farallon Islands pelagic (SF Co.),US-CA,02 Aug 2009,L767707,S58471419
143,Rock Pigeon,,"Boat trip, Jonesport - Machias Seal Island",US-ME,22 Jun 1994,L759747,S58532236
144,Snow Pigeon,,Bhutan,BT-,28 Mar 2010,L3757282,S58369695
145,Speckled Pigeon,3,Addis Ababa-Bahir Dar Rd.,ET-OR,12 Feb 2018,L6869163,S42725165
146,White-collared Pigeon,10,Addis Ababa-Bahir Dar Rd.,ET-OR,12 Feb 2018,L6869163,S42725165
147,Stock Dove,,Spain,ES-,24 Sep 2016,L3679729,S58439644
148,Common Wood-Pigeon,,Elmley NNR (formerly Elmley Marshes RSPB Reserve),GB-ENG,18 Nov 2001,L933593,S58433046
149,Rameron Pigeon,2,Hara Langano Lodge,ET-OR,19 Feb 2018,L5217896,S43363724
150,Lemon Dove,4,Bishangari Lodge,ET-OR,19 Feb 2018,L2825615,S43605421
151,Sri Lanka Wood-Pigeon,,Kandy--Udawatta Kele Sanctuary,LK-2,08 Feb 2020,L4884263,S64566596
152,Pale-vented Pigeon,10,Canopy Tower locality,PA-8,21 Oct 2014,L9690908,S58430773
153,Scaled Pigeon,20,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S58430438
154,Scaly-naped Pigeon,4,Little Tobago Island,TT-ETO,14 Oct 2017,L832975,S39926599
155,Picazuro Pigeon,,Peruíbe--Beira Mar,BR-SP,09 Nov 2019,L10037812,S62350069
156,Red-billed Pigeon,3,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S58369704
157,Band-tailed Pigeon,,Golden Gate Audubon stops,US-CA,24 May 1992,L9700249,S58527732
158,Plumbeous Pigeon,2,Reserva Natural Palmarí,BR-AM,22 Jun 2018,L3018622,S48121042
159,Ruddy Pigeon,1,Reserva Natural Palmarí,BR-AM,23 Jun 2018,L3018622,S48121040
160,Short-billed Pigeon,,Canopy Tower locality,PA-8,22 Oct 2014,L9690908,S58431036
161,Dusky Pigeon,1,RN San Cipriano-Escalerete,CO-VAC,04 Jul 2018,L2711479,S50144053
162,European Turtle-Dove,25,"(9.3019,40.2533)",ET-AF,17 Feb 2018,L6941516,S43363722
163,Dusky Turtle-Dove,6,Addis Ababa--Ghion Hotel,ET-AA,11 Feb 2018,L3016220,S42688176
164,Oriental Turtle-Dove,,Bhutan,BT-,28 Mar 2010,L3757282,S58369695
165,Eurasian Collared-Dove,,Sunol Regional Wilderness--Little Yosemite area,US-CA,02 May 2009,L2919377,S58332404
166,African Collared-Dove,2,Yabello--Mega triangle,ET-OR,25 Feb 2018,L2099161,S43363636
167,White-winged Collared-Dove,10,BMNP--Harenna Forest (please use more specific location),ET-OR,21 Feb 2018,L2099191,S43363688
168,Mourning Collared-Dove,1,Abiata Shalla NP--Abijata Lake,ET-OR,20 Feb 2018,L2696254,S43605406
169,Red-eyed Dove,2,Addis Ababa--Ghion Hotel,ET-AA,11 Feb 2018,L3016220,S42688176
170,Ring-necked Dove,2,"(8.9960,38.7861)",ET-AA,11 Feb 2018,L6862688,S42688038
171,Vinaceous Dove,1,Jemma Valley--tributary north of crossing,ET-AM,13 Feb 2018,L3236328,S42725158
172,Red Collared-Dove,,Lumphini Park,TH-10,04 Apr 2010,L1068940,S58467684
173,Spotted Dove,,Hawaii,US-HI,16 Apr 2008,L108936,S58160405
174,Laughing Dove,10,Jemma Valley--tributary north of crossing,ET-AM,13 Feb 2018,L3236328,S42725158
175,Barred Cuckoo-Dove,,Bhutan,BT-,28 Mar 2010,L3757282,S58369695
176,Emerald-spotted Wood-Dove,1,Melka Ghebdu,ET-AM,14 Feb 2018,L1550664,S42743723
177,Black-billed Wood-Dove,1,Mega Road,ET-OR,26 Feb 2018,L1350095,S43421924
178,Blue-spotted Wood-Dove,1,Debre Libanos--Lodge and Portuguese Bridge,ET-OR,12 Feb 2018,L1550631,S42725161
179,Tambourine Dove,2,BMNP--Harenna Forest (please use more specific location),ET-OR,21 Feb 2018,L2099191,S43363688
180,Namaqua Dove,20,Jemma Valley--tributary north of crossing,ET-AM,13 Feb 2018,L3236328,S42725158
181,Asian Emerald Dove,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64572735
182,Zebra Dove,,Hawaii,US-HI,16 Apr 2008,L108936,S58160405
183,Inca Dove,,Cerocahui (área general),MX-CHH,28 Dec 2002,L928020,S58369755
184,Common Ground Dove,6,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S58369704
185,Plain-breasted Ground Dove,,Day 3 Darien Camp - El Salto Road and Arusa Road,PA-5,03 Nov 2014,L9689040,S58420419
186,Ruddy Ground Dove,,Laguna de Manialtepec,MX-OAX,19 Nov 2007,L221393,S58218695
187,Croaking Ground Dove,,Lima District,PE-LIM,04 Oct 2012,L9693967,S58446452
188,Blue Ground Dove,,Canopy Camp,PA-5,02 Nov 2014,L3379895,S58417499
189,Ruddy Quail-Dove,1,Trilha dos Tucanos,BR-SP,16 Nov 2019,L3007221,S65444738
190,White-tipped Dove,1,El Fuerte,MX-SIN,27 Dec 2002,L3797811,S58369704
191,Gray-fronted Dove,1,Asa Wright Nature Centre,TT-TUP,10 Oct 2017,L295164,S39857277
192,White-throated Quail-Dove,,ACP Abra Patricia--Owlet Lodge,PE-AMA,11 Oct 2012,L1849237,S58450228
193,Lined Quail-Dove,1,Reserva Ecológica Río Blanco,CO-CAL,04 Jul 2019,L2241379,S58013445
194,West Peruvian Dove,,Lima District,PE-LIM,04 Oct 2012,L9693967,S58446452
195,White-winged Dove,,Arizona,US-AZ,07 Apr 1997,L108915,S58536473
196,Eared Dove,,Lima District,PE-LIM,04 Oct 2012,L9693967,S58446452
197,Mourning Dove,,Ashland vacation,US-OR,26 May 1990,L9710151,S58530742
198,White-eared Brown-Dove,,Subic Bay,PH-BAN,03 Oct 2015,L921004,S58432432
199,Orange-breasted Green-Pigeon,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64572735
200,Sri Lanka Green-Pigeon,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64572735
201,Philippine Green-Pigeon,5,Subic Bay,PH-BAN,03 Oct 2015,L921004,S58432432
202,Bruce's Green-Pigeon,1,Melka Ghebdu,ET-AM,14 Feb 2018,L1550664,S42743723
203,Wedge-tailed Green-Pigeon,,Bhutan,BT-,28 Mar 2010,L3757282,S58369695
204,Black-chinned Fruit-Dove,,"Nuts and Huts, Loboc",PH-BOH,18 Jul 2004,L1088624,S58166492
205,Green Imperial-Pigeon,2,Subic Bay,PH-BAN,03 Oct 2015,L921004,S58432432
206,Mountain Imperial-Pigeon,,Bhutan,BT-,28 Mar 2010,L3757282,S58369695
207,Pin-tailed Sandgrouse,,Spain,ES-,28 Sep 2016,L3679729,S58441148
208,Chestnut-bellied Sandgrouse,1,Afar Plains--eastern section,ET-AF,15 Feb 2018,L1550659,S43363719
209,Black-bellied Sandgrouse,,Spain,ES-,28 Sep 2016,L3679729,S58441148
210,Black-faced Sandgrouse,4,"Wachile/Mega Rd (4.2234,38.4863)",ET-OR,24 Feb 2018,L7004190,S43421904
211,Lichtenstein's Sandgrouse,50,Bilen Lodge,ET-AF,17 Feb 2018,L3236312,S43363734
212,Four-banded Sandgrouse,10,Bilen Lodge,ET-AF,17 Feb 2018,L3236312,S43363734
213,Arabian Bustard,1,Awash NP--southern section,ET-AF,15 Feb 2018,L1550655,S43363739
214,Kori Bustard,2,Liben Plain,ET-OR,23 Feb 2018,L2099167,S43363681
215,White-bellied Bustard,2,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S43512400
216,Buff-crested Bustard,1,Afar Plains--eastern section,ET-AF,15 Feb 2018,L1550659,S43363719
217,Little Bustard,,Spain,ES-,24 Sep 2016,L3679729,S58439644
218,White-cheeked Turaco,2,Hara Langano Lodge,ET-OR,19 Feb 2018,L5217896,S43363724
219,Prince Ruspoli's Turaco,5,Negele area west,ET-OR,22 Feb 2018,L2099171,S43363700
220,Bare-faced Go-away-bird,4,Hara Langano Lodge,ET-OR,19 Feb 2018,L5217896,S43363724
221,White-bellied Go-away-bird,1,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S43512400
222,Eastern Plantain-eater,3,Melka Ghebdu,ET-AM,14 Feb 2018,L1550664,S42743723
223,Guira Cuckoo,1,Arrozais de Tremembé--Estrada do Kanegae,BR-SP,17 Nov 2019,L2327379,S61861374
224,Greater Ani,2,Canopy Tower locality,PA-8,20 Oct 2014,L9690908,S58430438
225,Smooth-billed Ani,,Celendin to Leimebama,PE-AMA,07 Oct 2012,L9694229,S58448077
226,Groove-billed Ani,,Laguna de Manialtepec,MX-OAX,19 Nov 2007,L221393,S58218695
227,Striped Cuckoo,,Celendin to Leimebama,PE-AMA,07 Oct 2012,L9694229,S58448077
228,Pavonine Cuckoo,1,PE Intervales,BR-SP,14 Nov 2019,L972187,S61620801
229,Lesser Roadrunner,,Cerocahui (área general),MX-CHH,30 Dec 2002,L928020,S58369678
230,Greater Roadrunner,4,Del Puerto Canyon--mile 0-21.3 (STA Co.),US-CA,21 Jun 2009,L520648,S58473105
231,Rufous Coucal,12,Subic Bay,PH-BAN,03 Oct 2015,L921004,S58432432
232,Green-billed Coucal,1,Sinharaja NP--Kudawa access,LK-9,11 Feb 2020,L5400563,S64552673
233,Senegal Coucal,1,"Gibe Gorge Area Breakfast spot(8.256574, 37.572518)",ET-SN,01 Mar 2018,L7002960,S43363752
234,Blue-headed Coucal,1,Lake Awassa--United Africa Shebelle Hotel area,ET-SN,28 Feb 2018,L2099157,S43363745
235,White-browed Coucal,1,Awash NP--southern section,ET-AF,16 Feb 2018,L1550655,S43512400
236,Greater Coucal,,Mannar Island (General),LK-4,05 Feb 2020,L4611450,S64570294
237,Philippine Coucal,,"Nuts and Huts, Loboc",PH-BOH,18 Jul 2004,L1088624,S58166492
238,Lesser Coucal,,"Villa Escudero Plantations and Resorts, San Pablo",PH-QUE,09 Oct 2015,L1795915,S58432682
239,Blue-faced Malkoha,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64572735
240,Green-billed Malkoha,1,Cuc Phuong NP,VN-18,20 Feb 2020,L1086800,S64837855
241,Red-crested Malkoha,2,Subic Bay,PH-BAN,03 Oct 2015,L921004,S58432432
242,Pied Cuckoo,,Mannar Island (General),LK-4,05 Feb 2020,L4611450,S64570294
243,Squirrel Cuckoo,,Batopilas (pueblo),MX-CHH,03 Jan 2003,L293078,S58369733
244,Dark-billed Cuckoo,1,Reserva Natural Palmarí,BR-AM,22 Jun 2018,L3018622,S48121042
245,Yellow-billed Cuckoo,,Rondeau Provincial Park (general location for observations within the park),CA-ON,20 May 1995,L265518,S58559945
246,Pearly-breasted Cuckoo,1,Reserva Natural Palmarí,BR-AM,24 Jun 2018,L3018622,S48121041
247,Mangrove Cuckoo,1,Caroni Swamp,TT-SJL,11 Oct 2017,L616318,S39858253
248,Black-billed Cuckoo,1,Hollywood Blvd - Howie/ Karen Neilsen's,US-ME,27 Jun 1991,L6170052,S58559770
249,Asian Koel,,Kandy--Udawatta Kele Sanctuary,LK-2,08 Feb 2020,L4884263,S64566596
250,Asian Emerald Cuckoo,,Bhutan,BT-,28 Mar 2010,L3757282,S58369695
251,Dideric Cuckoo,1,Jemma Valley--tributary north of crossing,ET-AM,13 Feb 2018,L3236328,S42725158
252,Klaas's Cuckoo,1,Melka Ghebdu,ET-AM,14 Feb 2018,L1550664,S42743723
253,African Emerald Cuckoo,1,BMNP--Harenna Forest (please use more specific location),ET-OR,21 Feb 2018,L2099191,S43363688
254,Gray-bellied Cuckoo,,Wilpattu National Park (General),LK-7,03 Feb 2020,L4750641,S64572735
255,Fork-tailed Drongo-Cuckoo,,Uda Walawe NP,LK-8,13 Feb 2020,L1122655,S64551814
256,Square-tailed Drongo-Cuckoo,,Bhutan,BT-,28 Mar 2010,L3757282,S58369695
257,Large Hawk-Cuckoo,,Bhutan,BT-,28 Mar 2010,L3757282,S58369695
258,Common Hawk-Cuckoo,1,Kitulgala (General),LK-9,10 Feb 2020,L3872874,S64553064
259,Red-chested Cuckoo,1,BMNP--Harenna Forest (please use more specific location),ET-OR,21 Feb 2018,L2099191,S43363688
260,African Cuckoo,1,Mega Road,ET-OR,26 Feb 2018,L1350095,S43421924
261,Himalayan Cuckoo,,Bhutan,BT-,28 Mar 2010,L3757282,S58369695
262,Common Cuckoo,3,Bhutan,BT-,28 Mar 2010,L3757282,S58369695
263,Sri Lanka Frogmouth,1,Sinharaja NP--Kudawa access,LK-9,11 Feb 2020,L5400563,S64552673
264,Great Eared-Nightjar,12,Subic Bay,PH-BAN,03 Oct 2015,L921004,S58432432
265,Sand-colored Nighthawk,30,Reserva Natural Palmarí,BR-AM,22 Jun 2018,L3018622,S48121042
266,Lesser Nighthawk,,Laguna de Manialtepec,MX-OAX,19 Nov 2007,L221393,S58218695
267,Common Nighthawk,,Tule Lake NWR (SIS Co.),US-CA,09 Aug 2009,L639242,S58332291
268,Short-tailed Nighthawk,1,Asa Wright Nature Centre,TT-TUP,06 Oct 2017,L295164,S40039162
269,Rufous-bellied Nighthawk,,ACP Abra Patricia--Owlet Lodge,PE-AMA,11 Oct 2012,L1849237,S58450228
