Row #,Species,Count,Location,S/P,Date,LocID,SubID
108,Short-billed Dowitcher,30,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
109,Long-billed Dowitcher,8,"Moss Landing--Jetty Rd., north jetty & State Beach",US-CA,17-Nov-18,L256021,S50003089
110,Wilson's Snipe,1,Moonglow Dairy,US-CA,17-Nov-18,L306035,S50006695
111,Wilson's Phalarope,15,Shell Pond,US-CA,18-Aug-19,L2040298,S59087736
112,Red-necked Phalarope,3,Ironhouse Sanitary District,US-CA,26-May-19,L778165,S56764593
113,Red Phalarope,1,Miller/Knox Regional Shoreline--Ferry Point,US-CA,27-Sep-20,L864592,S74135232
114,Spotted Sandpiper,1,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
115,Solitary Sandpiper,1,West County Wastewater District--Sewage Ponds,US-CA,6-Sep-20,L848605,S73270974
116,Wandering Tattler,2,Pt. Reyes--Fish Docks,US-CA,1-Sep-18,L453386,S48227903
117,Greater Yellowlegs,1,Arizona,US-AZ,24-Feb-18,L108915,S43159628
118,Willet,4,Pt. Isabel Regional Shoreline,US-CA,25-Aug-18,L507756,S48061620
119,Lesser Yellowlegs,1,Waterbird Way pond,US-CA,23-Sep-18,L1923166,S48703855
120,Common Murre,4,"1113 N Highway 101, Depoe Bay US-OR (44.8240,-124.0658)",US-OR,23-Sep-19,L9950313,S60061134
121,Pigeon Guillemot,1,"Point Portrero 1359 Canal Blvd, Richmond US-CA (37.9066,-122.3713)",US-CA,24-Mar-19,L8912686,S54194905
122,Marbled Murrelet,2,"1113 N Highway 101, Depoe Bay US-OR (44.8240,-124.0658)",US-OR,23-Sep-19,L9950313,S60061134
123,Rhinoceros Auklet,6,"1113 N Highway 101, Depoe Bay US-OR (44.8240,-124.0658)",US-OR,23-Sep-19,L9950313,S60061134
124,Bonaparte's Gull,1,Seacliff SB,US-CA,17-Nov-18,L638117,S49996499
125,Laughing Gull,60,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
126,Franklin's Gull,1,Canal Blvd.--viewing platform,US-CA,12-Jul-20,L1787495,S71389898
127,Heermann's Gull,150,Pt. Reyes--Drakes Beach (do not include Horseshoe Pond or beach/estero beyond Horseshoe Pond),US-CA,1-Sep-18,L391136,S48228772
128,Mew Gull,8,Miller/Knox Regional Shoreline,US-CA,3-Feb-19,L593834,S52339130
129,Ring-billed Gull,15,Arizona,US-AZ,24-Feb-18,L108915,S43159628
130,Western Gull,40,Pt. Isabel Regional Shoreline--mudflats,US-CA,25-Aug-18,L969109,S48070828
131,California Gull,8,Pt. Isabel Regional Shoreline--mudflats,US-CA,25-Aug-18,L969109,S48070828
132,Herring Gull,10,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
133,Iceland Gull,1,Miller/Knox Regional Shoreline,US-CA,3-Feb-19,L593834,S52339130
134,Glaucous-winged Gull,6,Seacliff SB,US-CA,17-Nov-18,L638117,S49996499
135,Great Black-backed Gull,14,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
136,Kelp Gull,1,Sandgates,US-MD,30-Dec-04,L762644,S56633640
137,Least Tern,10,Edwin B. Forsythe NWR (formerly Brig),US-NJ,5-Aug-19,L109133,S58766322
138,Gull-billed Tern,1,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
139,Caspian Tern,1,"Sherman Island - CBC Area 5 (38.1231,-121.6905)",US-CA,27-Dec-18,L8312391,S51008692
140,Forster's Tern,30,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
141,Royal Tern,1,Cape Island--South Cape May Meadows (SCMM),US-NJ,9-Aug-19,L109136,S58854930
142,Elegant Tern,66,Pt. Pinole Regional Park,US-CA,12-Aug-20,L109308,S72350449
143,Black Skimmer,20,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
144,Red-throated Loon,1,Vincent Park,US-CA,24-Mar-19,L1787493,S54184681
145,Common Loon,1,Miller/Knox Regional Shoreline--Ferry Point,US-CA,24-Mar-19,L864592,S54188118
146,Sooty Shearwater,4,"1113 N Highway 101, Depoe Bay US-OR (44.8240,-124.0658)",US-OR,24-Sep-19,L9950313,S60081140
147,Red-footed Booby,1,Seacliff SB,US-CA,17-Nov-18,L638117,S49996499
148,Brandt's Cormorant,181,Seacliff SB,US-CA,17-Nov-18,L638117,S49996499
149,Pelagic Cormorant,2,Miller/Knox Regional Shoreline,US-CA,3-Feb-19,L593834,S52339130
150,Neotropic Cormorant,18,Sam Lena Park and KERP,US-AZ,5-Apr-19,L250145,S54600099
151,Double-crested Cormorant,2,Tilden Nature Area--Jewel Lake,US-CA,21-Apr-18,L503349,S44784756
152,American White Pelican,3,Waterbird Regional Preserve (including McNabney Marsh),US-CA,23-Sep-18,L417835,S48703837
153,Brown Pelican,30,Pt. Isabel Regional Shoreline--mudflats,US-CA,25-Aug-18,L969109,S48070828
154,American Bittern,1,Dow Wetlands Preserve,US-CA,1-Jun-19,L826867,S56985049
155,Least Bittern,1,Dow Wetlands Preserve,US-CA,12-Jun-20,L826867,S70347840
156,Great Blue Heron,10,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
157,Great Egret,15,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
158,Snowy Egret,20,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
159,Little Blue Heron,1,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
160,Cattle Egret,1,Moonglow Dairy,US-CA,17-Nov-18,L306035,S50006695
161,Green Heron,1,"Heather Farm Park, Walnut Creek US-CA (37.9237,-122.0445)",US-CA,15-Aug-18,L7826573,S47871662
162,Black-crowned Night-Heron,1,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
163,Glossy Ibis,30,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
164,White-faced Ibis,1,Sierra Vista EOP,US-AZ,7-Apr-19,L129095,S54674415
165,Black Vulture,2,Santa Gertrudis Lane (foot access only),US-AZ,25-Feb-18,L352346,S43185471
166,Turkey Vulture,8,Mines Rd.--MP 4.05 (ALA Co.),US-CA,3-Oct-16,L1487752,S31960211
167,Osprey,1,Arizona,US-AZ,24-Feb-18,L108915,S43159628
168,White-tailed Kite,1,"75 Bacon Ct, Lafayette US-CA (37.9065,-122.0851)",US-CA,11-Mar-18,L7052095,S43565577
169,Golden Eagle,1,Mines Rd.--MP 4.05 (ALA Co.),US-CA,3-Oct-16,L1487752,S31960211
170,Mississippi Kite,1,"7203 Brooke Dr, Colleyville US-TX (32.9125,-97.1389)",US-TX,6-May-19,L9208518,S55913169
171,Northern Harrier,1,Mines Rd.--MP 4.05 (ALA Co.),US-CA,3-Oct-16,L1487752,S31960211
172,Sharp-shinned Hawk,1,"75 Bacon Ct, Lafayette US-CA (37.9065,-122.0851)",US-CA,29-Oct-18,L7052095,S49538063
173,Cooper's Hawk,1,Mines Rd.--MP 4.05 (ALA Co.),US-CA,3-Oct-16,L1487752,S31960211
174,Northern Goshawk,2,Showers Lake,US-CA,24-Aug-19,L7865394,S59358209
175,Bald Eagle,2,Mines Rd.--MP 4.05 (ALA Co.),US-CA,3-Oct-16,L1487752,S31960211
176,Harris's Hawk,1,"12610–12698 E Speedway Blvd, Tucson US-AZ (32.2355,-110.7226)",US-AZ,8-Apr-19,L9005350,S54727253
177,Gray Hawk,1,"219–257 Naugle Ave, Patagonia US-AZ (31.5457,-110.7448)",US-AZ,6-Apr-19,L8991834,S54648475
178,Red-shouldered Hawk,2,"75 Bacon Ct, Lafayette US-CA (37.9065,-122.0851)",US-CA,10-Apr-18,L7052095,S44433750
179,Swainson's Hawk,2,"CA-120 W, Manteca US-CA (37.7846,-121.2689)",US-CA,31-Mar-18,L7150590,S44131213
180,Red-tailed Hawk,6,Mines Rd.--MP 4.05 (ALA Co.),US-CA,3-Oct-16,L1487752,S31960211
181,Ferruginous Hawk,1,Orwood Resort,US-CA,18-Feb-19,L834151,S52884426
182,Barn Owl,1,"(37.7801,-122.1298) Bort Meadow, Redwood Regional Park",US-CA,5-May-18,L7357934,S45366405
183,Western Screech-Owl,1,"75 Bacon Ct, Lafayette US-CA (37.9065,-122.0851)",US-CA,30-Sep-18,L7052095,S48835900
184,Great Horned Owl,2,Arizona,US-AZ,24-Feb-18,L108915,S43159628
185,Northern Pygmy-Owl,1,Tilden Nature Area,US-CA,23-Dec-18,L1990362,S50918965
186,Elf Owl,3,Saguaro NP--East--Douglas Spring Trail,US-AZ,8-Apr-19,L1889862,S54736466
187,Burrowing Owl,2,"1931 Minnesota Ave, Brentwood US-CA (37.9538,-121.7168)",US-CA,23-Jun-19,L7927719,S57618959
188,Great Gray Owl,1,Ackerson Meadow,US-CA,23-Oct-20,L594031,S75761614
189,Long-eared Owl,2,Little Panoche Rd. (FRE Co.),US-CA,16-Feb-20,L1249900,S64597275
190,Short-eared Owl,2,Waterfront Rd.,US-CA,5-Jan-20,L1284983,S63075053
191,Northern Saw-whet Owl,1,Tilden Regional Park--Botanic Garden,US-CA,23-Dec-18,L630069,S50891267
192,Elegant Trogon,1,Madera Canyon--Mt. Wrightson Picnic Area & Upper Canyon Trails,US-AZ,6-Apr-19,L296633,S54637135
193,Belted Kingfisher,1,"Wente Scout Reservation (39.4183,-123.2830)",US-CA,2-Jul-18,L7655657,S46954373
194,Williamson's Sapsucker,1,Ackerson Meadow,US-CA,23-Oct-20,L594031,S75761614
195,Red-breasted Sapsucker,2,Mines Rd.--MP 8.6 (ALA Co.),US-CA,3-Oct-18,L1487641,S48917898
196,Lewis's Woodpecker,1,"Woodland Rd., Tucson",US-AZ,5-Apr-19,L129125,S54603482
197,Acorn Woodpecker,6,Mines Rd.--MP 4.05 (ALA Co.),US-CA,3-Oct-16,L1487752,S31960211
198,Gila Woodpecker,8,Arizona,US-AZ,24-Feb-18,L108915,S43159628
199,Red-bellied Woodpecker,3,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
200,Downy Woodpecker,2,"Wente Scout Reservation (39.4183,-123.2830)",US-CA,2-Jul-18,L7655657,S46954373
201,Nuttall's Woodpecker,1,Mines Rd.--MP 4.05 (ALA Co.),US-CA,3-Oct-16,L1487752,S31960211
202,Ladder-backed Woodpecker,4,Arizona,US-AZ,24-Feb-18,L108915,S43159628
203,Hairy Woodpecker,2,Tilden Nature Area--Jewel Lake,US-CA,28-May-18,L503349,S46099504
204,White-headed Woodpecker,1,"Sierra National Forest, Fish Camp US-CA (37.4725,-119.6370)",US-CA,21-Jun-18,L7601184,S46700510
205,Arizona Woodpecker,1,Madera Canyon--Santa Rita Lodge,US-AZ,25-Feb-18,L268114,S43189544
206,Pileated Woodpecker,1,"I-5 S, Yoncalla US-OR (43.6547,-123.2077)",US-OR,25-Sep-19,L9957226,S60112085
207,Northern Flicker,2,Mines Rd.--MP 4.05 (ALA Co.),US-CA,3-Oct-16,L1487752,S31960211
208,Gilded Flicker,1,Arizona,US-AZ,24-Feb-18,L108915,S43159628
209,American Kestrel,2,Mines Rd.--MP 4.05 (ALA Co.),US-CA,3-Oct-16,L1487752,S31960211
210,Merlin,1,"75 Bacon Ct, Lafayette US-CA (37.9065,-122.0851)",US-CA,18-Nov-18,L7052095,S50034010
211,Peregrine Falcon,1,Miller/Knox Regional Shoreline,US-CA,3-Feb-19,L593834,S52339130
212,Prairie Falcon,1,Arizona,US-AZ,24-Feb-18,L108915,S43159628
213,Olive-sided Flycatcher,1,Mt. Diablo SP--Donner Canyon,US-CA,12-May-18,L807379,S45590889
214,Western Wood-Pewee,1,"Mount Diablo State Park - Green Ranch Road, Clayton US-CA (37.8702,-121.9250)",US-CA,17-Jun-18,L7588205,S46624428
215,Willow Flycatcher,1,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
216,Least Flycatcher,1,"7203 Brooke Dr, Colleyville US-TX (32.9125,-97.1389)",US-TX,9-May-19,L9208518,S56045345
217,Hammond's Flycatcher,1,Santa Gertrudis Lane (foot access only),US-AZ,25-Feb-18,L352346,S43185471
218,Dusky Flycatcher,2,"Robert Cole Scout Camp (39.3517,-120.4953)",US-CA,13-Jul-19,L9638966,S58167810
219,Pacific-slope Flycatcher,2,Mt. Diablo SP--Mitchell Canyon,US-CA,14-Apr-18,L275399,S44564742
220,Black Phoebe,6,Mines Rd.--MP 4.05 (ALA Co.),US-CA,3-Oct-16,L1487752,S31960211
221,Eastern Phoebe,2,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
222,Say's Phoebe,2,Mines Rd.--MP 4.05 (ALA Co.),US-CA,3-Oct-16,L1487752,S31960211
223,Vermilion Flycatcher,6,Arizona,US-AZ,24-Feb-18,L108915,S43159628
224,Ash-throated Flycatcher,2,Mt. Diablo SP--Mitchell Canyon,US-CA,14-Apr-18,L275399,S44564742
225,Great Crested Flycatcher,1,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
226,Tropical Kingbird,1,Heather Farm Park,US-CA,29-Sep-18,L373922,S48832028
227,Cassin's Kingbird,1,Reid Park,US-AZ,5-Apr-19,L227274,S54602128
228,Western Kingbird,2,"Davis-Monthan Air Force Base, Tucson US-AZ (32.1576,-110.8407)",US-AZ,6-Apr-19,L8987461,S54621553
229,Eastern Kingbird,1,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
230,White-eyed Vireo,1,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
231,Bell's Vireo,1,Sam Lena Park and KERP,US-AZ,5-Apr-19,L250145,S54600099
232,Hutton's Vireo,1,"Mount Diablo State Park, Walnut Creek US-CA (37.8490,-121.9332)",US-CA,17-Jun-18,L7586427,S46616776
233,Cassin's Vireo,3,"Wente Scout Reservation (39.4183,-123.2830)",US-CA,2-Jul-18,L7655657,S46954373
234,Plumbeous Vireo,1,Creekside Park (CC Co.) (includes Creek Rd),US-CA,2-Dec-20,L3938464,S76985746
235,Warbling Vireo,4,Tilden Nature Area--Jewel Lake,US-CA,21-Apr-18,L503349,S44784756
236,Loggerhead Shrike,2,Mines Rd.--MP 4.05 (ALA Co.),US-CA,3-Oct-16,L1487752,S31960211
237,Steller's Jay,1,"75 Bacon Ct, Lafayette US-CA (37.9065,-122.0851)",US-CA,1-Apr-18,L7052095,S44158754
238,Blue Jay,5,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
239,California Scrub-Jay,10,Mines Rd.--MP 4.05 (ALA Co.),US-CA,3-Oct-16,L1487752,S31960211
240,Mexican Jay,15,Arizona,US-AZ,24-Feb-18,L108915,S43159628
241,Yellow-billed Magpie,20,Mines Rd.--MP 4.05 (ALA Co.),US-CA,3-Oct-16,L1487752,S31960211
242,Clark's Nutcracker,3,Markleeville (please use for Yellow-browed Warbler),US-CA,26-Oct-19,L390444,S60952413
243,American Crow,6,Mines Rd.--MP 4.05 (ALA Co.),US-CA,3-Oct-16,L1487752,S31960211
244,Fish Crow,8,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
245,Chihuahuan Raven,2,Arizona,US-AZ,24-Feb-18,L108915,S43159628
246,Common Raven,8,Mines Rd.--MP 4.05 (ALA Co.),US-CA,3-Oct-16,L1487752,S31960211
247,Carolina Chickadee,8,Edwin B. Forsythe NWR (formerly Brig),US-NJ,30-Jul-18,L109133,S47554169
248,Black-capped Chickadee,8,Philomath Sewage Ponds (restricted access),US-OR,23-Sep-19,L493044,S60056848
249,Mountain Chickadee,1,"Sierra National Forest, Fish Camp US-CA (37.4725,-119.6370)",US-CA,20-Jun-18,L7601184,S46687288
250,Chestnut-backed Chickadee,3,"75 Bacon Ct, Lafayette US-CA (37.9065,-122.0851)",US-CA,2-Apr-18,L7052095,S44195010
251,Bridled Titmouse,2,Paton Center for Hummingbirds (Patons' Yard),US-AZ,25-Feb-18,L247122,S43177382
252,Oak Titmouse,3,Mines Rd.--MP 4.05 (ALA Co.),US-CA,3-Oct-16,L1487752,S31960211
